item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating,total_sales,gross_margin,net_sales
Low Fat,NCN54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021322439,20.35,79.1328,4.5,79.1328,15.82656,63.30624
Regular,FDV48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.086396038,9.195,79.0644,2.0,79.0644,15.812880000000002,63.251520000000006
Low Fat,FDW48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.008558144,18.0,79.0618,4.3,79.0618,15.812360000000002,63.24944000000001
Low Fat,FDO38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.072986772,17.25,78.8986,4.3,78.8986,15.779720000000001,63.118880000000004
reg,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074847665,7.72,78.8986,4.0,78.8986,15.779720000000001,63.118880000000004
Regular,FDW09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.026067434,13.65,78.8302,4.3,78.8302,15.766040000000002,63.06416
reg,FDT23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075035902,7.72,78.7986,4.2,78.7986,15.75972,63.03887999999999
Regular,FDU37,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.104933928,9.5,78.796,4.2,78.796,15.759200000000002,63.03680000000001
Regular,FDO22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017932223,13.5,78.796,4.0,78.796,15.759200000000002,63.03680000000001
Low Fat,NCP50,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020559846,17.35,78.7618,4.0,78.7618,15.75236,63.00944
Regular,FDR40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008046878,9.1,78.7618,4.0,78.7618,15.75236,63.00944
Regular,FDT24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.186236236,12.35,78.7328,4.2,78.7328,15.74656,62.986239999999995
Regular,FDJ14,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.050353695,10.3,78.696,4.0,78.696,15.7392,62.9568
Regular,FDT24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.186616421,12.35,78.6328,4.0,78.6328,15.726560000000001,62.906240000000004
Low Fat,FDR60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.131152799,14.3,78.6328,4.5,78.6328,15.726560000000001,62.906240000000004
Low Fat,FDW48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.008533716,18.0,78.5618,4.0,78.5618,15.712360000000002,62.84944
Regular,FDT24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.185824165,12.35,78.5328,4.0,78.5328,15.70656,62.82624
Regular,FDC40,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065328932,16.0,78.4986,4.3,78.4986,15.69972,62.79888
Low Fat,DRH39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,20.7,78.467,4.1,78.467,15.6934,62.7736
Low Fat,FDI44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.100799828,16.1,78.4328,4.2,78.4328,15.68656,62.74624
LF,FDI44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.100149459,16.1,78.4328,3.3,78.4328,15.68656,62.74624
Regular,FDO22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0,13.5,78.396,4.0,78.396,15.679200000000002,62.7168
reg,FDO31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.028958563,6.76,78.396,3.9,78.396,15.679200000000002,62.7168
Low Fat,DRG01,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.044840933,14.8,78.367,4.3,78.367,15.6734,62.6936
Low Fat,FDS49,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.079506434,9.0,78.3644,4.0,78.3644,15.672880000000001,62.691520000000004
Low Fat,FDI28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026362624,14.3,78.3302,4.1,78.3302,15.666040000000002,62.66416
Regular,FDD59,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,10.5,78.296,4.0,78.296,15.659200000000002,62.63680000000001
Regular,FDD59,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.066315023,10.5,78.296,4.0,78.296,15.659200000000002,62.63680000000001
reg,FDE33,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049712775,19.35,78.2644,2.8,78.2644,15.65288,62.61152
reg,FDT24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18614827,12.35,78.2328,5.0,78.2328,15.646560000000001,62.58624
Low Fat,FDI28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026428924,14.3,78.2302,4.0,78.2302,15.64604,62.58416
Low Fat,FDC41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.116913245,15.6,78.167,4.0,78.167,15.633400000000002,62.5336
Regular,FDV48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.051908824,9.195,78.1644,4.1,78.1644,15.63288,62.53152
Low Fat,FDY13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030121709,12.1,78.067,3.8,78.067,15.613399999999999,62.453599999999994
Low Fat,FDC41,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117095014,15.6,78.067,3.7,78.067,15.613399999999999,62.453599999999994
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343,13.0,77.9986,5.0,77.9986,15.59972,62.39888
Low Fat,FDB20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.05193741,7.72,77.9986,4.0,77.9986,15.59972,62.39888
Regular,FDU37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.104488444,9.5,77.896,4.4,77.896,15.5792,62.3168
Regular,FDJ14,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.050070476,10.3,77.896,4.5,77.896,15.5792,62.3168
Regular,FDS19,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.107469819,13.8,77.8012,4.0,77.8012,15.56024,62.240959999999994
Low Fat,DRH39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092834313,20.7,77.667,3.8,77.667,15.5334,62.1336
Low Fat,FDI28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026321701,14.3,77.6302,4.0,77.6302,15.526040000000002,62.10416
Low Fat,DRE15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,13.35,77.6012,3.9,77.6012,15.520240000000001,62.080960000000005
Regular,FDT23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.074731477,7.72,77.5986,4.0,77.5986,15.519720000000001,62.078880000000005
Low Fat,FDL43,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.027041859,10.1,77.567,4.0,77.567,15.513399999999999,62.053599999999996
Low Fat,DRE15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017857847,13.35,77.5012,4.0,77.5012,15.50024,62.00096
Regular,FDV48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051827123,9.195,77.4644,4.4,77.4644,15.49288,61.97152
Low Fat,FDY13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.030188505,12.1,77.367,4.1,77.367,15.473400000000002,61.893600000000006
Low Fat,FDC41,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.195688803,15.6,77.367,4.4,77.367,15.473400000000002,61.893600000000006
Regular,FDS19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064307102,13.8,77.3012,4.0,77.3012,15.460239999999999,61.840959999999995
Low Fat,FDO38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073135768,17.25,77.2986,4.1,77.2986,15.459719999999999,61.838879999999996
Low Fat,FDB50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.154487495,13.0,77.2986,4.2,77.2986,15.459719999999999,61.838879999999996
Low Fat,FDS49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.079279489,9.0,77.2644,4.0,77.2644,15.45288,61.811519999999994
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390458,14.3,77.2328,5.0,77.2328,15.44656,61.78624
Regular,FDT24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.185704641,12.35,77.1328,4.2,77.1328,15.426560000000002,61.70624
Regular,FDE33,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.049594299,19.35,77.0644,4.4,77.0644,15.412880000000001,61.651520000000005
Low Fat,DRO59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.054460571,11.8,77.0012,4.0,77.0012,15.40024,61.60096
Regular,FDS19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.064153845,13.8,76.9012,4.3,76.9012,15.38024,61.52096
Low Fat,FDB20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.052086085,7.72,76.8986,1.0,76.8986,15.37972,61.51888
Regular,FDE33,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.049736267,19.35,76.8644,4.2,76.8644,15.372880000000002,61.49152
low fat,FDK48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,7.445,76.8354,3.6,76.8354,15.367080000000001,61.468320000000006
Low Fat,FDB50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.153930108,13.0,76.7986,4.0,76.7986,15.35972,61.43888
Low Fat,FDB20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052061483,7.72,76.7986,4.1,76.7986,15.35972,61.43888
Low Fat,NCE54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02689477,20.7,76.7354,4.0,76.7354,15.34708,61.38832
Low Fat,FDR60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.130946374,14.3,76.7328,4.0,76.7328,15.34656,61.38624
LF,FDY13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030174246,12.1,76.667,4.0,76.667,15.333400000000001,61.333600000000004
Regular,FDI05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.127587344,8.35,76.5354,4.0,76.5354,15.30708,61.22832
Regular,FDI05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.127066966,8.35,76.5354,4.5,76.5354,15.30708,61.22832
Low Fat,FDO38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07325106,17.25,76.4986,4.0,76.4986,15.29972,61.198879999999996
Low Fat,DRG01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044869794,14.8,76.467,4.3,76.467,15.2934,61.1736
Low Fat,FDL43,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027059264,10.1,76.467,4.0,76.467,15.2934,61.1736
Regular,FDT23,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.074669288,7.72,76.3986,4.0,76.3986,15.279720000000001,61.118880000000004
Low Fat,FDB50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.153857402,13.0,76.3986,4.4,76.3986,15.279720000000001,61.118880000000004
Low Fat,NCR30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.071136948,20.6,76.3696,4.0,76.3696,15.273920000000002,61.09568
Low Fat,FDL43,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027064381,10.1,76.367,4.2,76.367,15.273400000000002,61.0936
Low Fat,DRH39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.09261307,20.7,76.367,4.0,76.367,15.273400000000002,61.0936
Low Fat,NCN54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.021447102,20.35,76.3328,4.1,76.3328,15.266560000000002,61.06624000000001
Regular,FDM16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033692089,8.155,76.2354,4.3,76.2354,15.24708,60.98832
Low Fat,NCN54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021413346,20.35,76.2328,4.0,76.2328,15.24656,60.986239999999995
Regular,FDT24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,12.35,76.2328,3.5,76.2328,15.24656,60.986239999999995
Regular,FDS19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06457046,13.8,76.2012,4.5,76.2012,15.24024,60.96096
Regular,FDC40,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065431917,16.0,76.1986,5.0,76.1986,15.23972,60.95888
Regular,FDC40,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065051586,16.0,76.1986,4.0,76.1986,15.23972,60.95888
Low Fat,NCN54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021326471,20.35,76.1328,5.0,76.1328,15.226560000000001,60.906240000000004
Low Fat,FDO38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072952298,17.25,76.0986,4.0,76.0986,15.219720000000002,60.87888
Low Fat,FDL43,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.027217468,10.1,76.067,3.1,76.067,15.2134,60.85359999999999
Low Fat,FDX14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075056542,13.1,76.0354,4.0,76.0354,15.20708,60.82832
Low Fat,FDI44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.100388706,16.1,76.0328,3.3,76.0328,15.20656,60.82624
Regular,FDS19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.064207277,13.8,76.0012,4.0,76.0012,15.20024,60.800959999999996
Low Fat,FDR60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.130415118,14.3,75.9328,2.6,75.9328,15.18656,60.74624
Low Fat,FDD16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036353098,20.5,75.8696,4.0,75.8696,15.173920000000003,60.69568
Low Fat,NCN54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021369722,20.35,75.8328,4.5,75.8328,15.166560000000002,60.66624
Regular,FDS19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064195136,13.8,75.8012,4.4,75.8012,15.16024,60.64095999999999
Low Fat,FDR60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.13030659,14.3,75.7328,4.0,75.7328,15.146560000000001,60.58624
Low Fat,DRE15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,13.35,75.7012,3.3,75.7012,15.14024,60.56096
Low Fat,FDC41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.117574554,15.6,75.667,4.1,75.667,15.133400000000002,60.5336
Low Fat,FDC41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.116815953,15.6,75.567,4.5,75.567,15.113399999999999,60.453599999999994
Low Fat,FDK48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037845086,7.445,75.5354,4.4,75.5354,15.10708,60.42832
Low Fat,NCR30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071103348,20.6,75.4696,4.0,75.4696,15.09392,60.37568
Low Fat,DRG01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04487828,14.8,75.467,1.0,75.467,15.0934,60.373599999999996
Low Fat,DRO59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054238448,11.8,75.4012,4.0,75.4012,15.080240000000002,60.32096
Low Fat,FDL43,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027106459,10.1,75.367,4.0,75.367,15.073400000000001,60.293600000000005
Low Fat,FDY13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030250132,12.1,75.267,2.0,75.267,15.0534,60.2136
Regular,FDV34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011472001,10.695,75.2038,4.0,75.2038,15.04076,60.16304
Low Fat,DRE15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.017821466,13.35,75.1012,4.3,75.1012,15.020240000000001,60.080960000000005
Low Fat,FDD16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.060847634,20.5,75.0696,4.6,75.0696,15.013919999999999,60.055679999999995
Low Fat,NCR30,Household,2011,OUT010,Tier 3,High,Grocery Store,0.118827682,20.6,75.0696,4.0,75.0696,15.013919999999999,60.055679999999995
Low Fat,FDX14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07494003,13.1,75.0354,4.1,75.0354,15.00708,60.028319999999994
Low Fat,DRO59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.054264078,11.8,75.0012,4.0,75.0012,15.00024,60.00096
Low Fat,DRH36,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.033568871,16.2,74.9696,4.0,74.9696,14.993920000000001,59.97568
Low Fat,NCR30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.070933894,20.6,74.8696,4.2,74.8696,14.973920000000001,59.895680000000006
Low Fat,FDY36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009425158,12.3,74.838,4.0,74.838,14.9676,59.8704
Low Fat,FDY13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.030297819,12.1,74.767,4.0,74.767,14.9534,59.813599999999994
Low Fat,FDY13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.030102335,12.1,74.767,4.0,74.767,14.9534,59.813599999999994
Low Fat,DRH59,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05843345,10.8,74.738,4.2,74.738,14.947600000000001,59.7904
Regular,FDM16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033555399,8.155,74.7354,4.0,74.7354,14.94708,59.78832
Low Fat,FDK48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.037708542,7.445,74.7354,4.2,74.7354,14.94708,59.78832
Low Fat,DRH39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093214498,20.7,74.667,4.4,74.667,14.9334,59.7336
Low Fat,NCE54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.026877471,20.7,74.6354,4.0,74.6354,14.927080000000002,59.70832
Low Fat,FDV40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014689006,17.35,74.5038,4.0,74.5038,14.90076,59.60304
Low Fat,NCR30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071282168,20.6,74.4696,4.2,74.4696,14.893920000000001,59.57568
Regular,FDI05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.126869718,8.35,74.4354,4.0,74.4354,14.887080000000001,59.548320000000004
Low Fat,NCE54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0,20.7,74.3354,4.0,74.3354,14.867080000000001,59.468320000000006
Regular,FDS19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0,13.8,74.3012,2.0,74.3012,14.86024,59.44096
Low Fat,FDV40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014691784,17.35,74.1038,4.0,74.1038,14.820760000000002,59.28304000000001
Low Fat,DRH36,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033373748,16.2,74.0696,4.1,74.0696,14.81392,59.25568
Low Fat,DRH36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03338006,16.2,74.0696,4.1,74.0696,14.81392,59.25568
Regular,FDV34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01141595,10.695,74.0038,4.1,74.0038,14.80076,59.20304
Low Fat,DRH36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033447756,16.2,73.9696,3.5,73.9696,14.79392,59.17568
LF,DRH59,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.097805615,10.8,73.938,4.3,73.938,14.787600000000001,59.150400000000005
Low Fat,NCE54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.027052018,20.7,73.9354,5.0,73.9354,14.787080000000001,59.14832
Low Fat,NCE54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026899856,20.7,73.9354,4.0,73.9354,14.787080000000001,59.14832
Low Fat,FDY36,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.009463757,12.3,73.838,4.0,73.838,14.7676,59.07039999999999
Low Fat,FDX14,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.075363922,13.1,73.8354,4.0,73.8354,14.767080000000002,59.06832000000001
Low Fat,FDY36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009410528,12.3,73.738,4.0,73.738,14.7476,58.9904
Regular,FDO15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008601441,16.75,73.7038,4.0,73.7038,14.740760000000002,58.96304
Low Fat,FDV40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014679558,17.35,73.6038,4.1,73.6038,14.720760000000002,58.88304000000001
Regular,FDV34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011443222,10.695,73.5038,5.0,73.5038,14.70076,58.803039999999996
Low Fat,DRH36,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.0,16.2,73.4696,3.4,73.4696,14.69392,58.77568
Low Fat,FDK48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037690731,7.445,73.3354,4.0,73.3354,14.667080000000002,58.66832000000001
Low Fat,NCE54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02695441,20.7,73.2354,1.7,73.2354,14.64708,58.588319999999996
Regular,FDO15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008564925,16.75,73.2038,4.4,73.2038,14.64076,58.56304
Low Fat,FDV40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.014721579,17.35,73.1038,4.1,73.1038,14.620760000000002,58.48304
Regular,FDV34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.019123874,10.695,73.0038,3.5,73.0038,14.600760000000001,58.40304
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346224,20.5,72.9696,5.0,72.9696,14.59392,58.37568
Regular,FDV34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.011448629,10.695,72.9038,4.0,72.9038,14.580760000000001,58.323040000000006
Regular,FDO15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.008615,16.75,72.4038,4.0,72.4038,14.480760000000002,57.92304
low fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,10.8,72.338,4.0,72.338,14.4676,57.8704
Regular,FDO15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008579863,16.75,72.3038,4.0,72.3038,14.46076,57.843039999999995
Low Fat,FDV40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,17.35,72.2038,4.3,72.2038,14.440760000000001,57.763040000000004
Low Fat,FDY36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.009429612,12.3,71.338,4.0,71.338,14.2676,57.07039999999999
Regular,FDY11,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029535852,6.71,67.5142,4.3,67.5142,13.50284,54.01136
Low Fat,NCO02,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073354286,11.15,66.8142,3.9,66.8142,13.36284,53.45136
Regular,FDY11,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.029727657,6.71,66.6142,4.3,66.6142,13.32284,53.29136
Low Fat,FDL27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010647477,6.17,66.3826,3.5,66.3826,13.27652,53.10608
Low Fat,NCO02,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07366703,11.15,66.2142,4.4,66.2142,13.242840000000001,52.971360000000004
Low Fat,NCO02,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.073783159,11.15,66.0142,4.0,66.0142,13.202840000000002,52.81136
Low Fat,FDL27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.010630949,6.17,65.9826,5.0,65.9826,13.196520000000001,52.786080000000005
reg,FDW46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070588037,13.0,65.9484,3.8,65.9484,13.189680000000003,52.758720000000004
Low Fat,NCP29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.112177581,8.42,65.9168,4.3,65.9168,13.18336,52.733439999999995
Low Fat,NCO02,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.073516952,11.15,65.9142,4.3,65.9142,13.182839999999999,52.731359999999995
Low Fat,NCP29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112728355,8.42,65.8168,4.3,65.8168,13.16336,52.65344
Regular,FDY11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029560451,6.71,65.8142,3.0,65.8142,13.162840000000001,52.65136
LF,FDS35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.111673587,9.3,65.7826,2.0,65.7826,13.15652,52.62608
low fat,FDS35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.111220521,9.3,65.7826,4.0,65.7826,13.15652,52.62608
Regular,FDW46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.070699313,13.0,65.7484,2.5,65.7484,13.149680000000002,52.59872
Regular,FDW46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.070243155,13.0,65.7484,4.0,65.7484,13.149680000000002,52.59872
Low Fat,DRD13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049279392,15.0,65.7168,4.3,65.7168,13.143360000000001,52.573440000000005
Regular,FDC59,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.054739692,16.7,65.7168,4.0,65.7168,13.143360000000001,52.573440000000005
Low Fat,FDL27,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.010652508,6.17,65.6826,3.4,65.6826,13.136519999999999,52.546079999999996
Low Fat,NCP17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027827268,19.35,65.6168,4.5,65.6168,13.12336,52.49344
Low Fat,NCP17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027714371,19.35,65.6168,4.2,65.6168,13.12336,52.49344
Low Fat,DRD13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.049178998,15.0,65.6168,4.0,65.6168,13.12336,52.49344
Regular,FDC59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054618573,16.7,65.5168,3.1,65.5168,13.103360000000002,52.41344
Low Fat,FDG31,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.063430788,12.15,65.4826,3.3,65.4826,13.096520000000002,52.38608000000001
Low Fat,DRD13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.049038621,15.0,65.4168,4.0,65.4168,13.083359999999999,52.333439999999996
